Comment_Id,Dataset,Comment,User_Rated_Sexism,User_Reasoning,Perspective_Toxicity,Perspective_Identity_Attack,Perspective_Insult,Perspective_Profanity,GPT_Sexism_Rating,GPT_Sexism_Score,Community
854,benevolent,There is nothing a man of good sense dreads in a wife so much as her having more sense than himself. - H. Fielding #ALDUBxDTBYSinagNiBenjie,True,Not a direct statement of sexist opinion,0.05,0.01,0.02,0.02,3.0,75.0,C
857,call_me,"MENTION3406 MENTION3019 MENTION1323 MENTION2605  MENTION3911 MENTION39 MENTION2394 lol well im the only girl, i deserve it",False,Not a direct statement of sexist opinion,0.12,0.02,0.02,0.07,2.0,30.0,A
859,call_me,I believe in gender roles. Shrugs!,False,Behaviorial Expectations,0.2,0.07,0.03,0.09,2.0,25.0,A
860,call_me,Okay I wish it was Father nature. It would constantly be a comfortable 68 degrees because no one… https://t.co/SUDbEdikpy,False,Stereotypes and Comparative opinions,0.05,0.01,0.01,0.04,1.0,0.0,A
861,call_me,watching UCONNvsBaylor is like watching a jv boys game.,False,Not a direct statement of sexist opinion,0.05,0.01,0.02,0.02,2.0,30.0,A
863,hostile,MENTION2762 Gray sweat pants/sweatshirt.,False,Not a direct statement of sexist opinion,0.06,0.01,0.02,0.05,1.0,0.0,B
870,call_me,I feel all man should watch #ESPN at least once a day.,True,Behaviorial Expectations,0.04,0.02,0.01,0.02,2.0,25.0,A
871,hostile,"MENTION3417 You've seen the article by founder of NOW's sister, right?  More and more I see feminism thru this prism... http://t.co/7jOETvnH9A",False,Not a direct statement of sexist opinion,0.16,0.11,0.03,0.05,1.0,0.0,B
873,hostile,MENTION2247 Why can't you tell?,False,Not a direct statement of sexist opinion,0.04,0.0,0.02,0.02,1.0,0.0,B
874,call_me,I can't listen to female rappers,True,Endorsement of inequality,0.4,0.46,0.17,0.11,2.0,30.0,A
875,call_me,"Okay, sexist. RT MENTION1860: I can't understand what would possess a girl to get a tattoo, tattoos are a man thing",True,Stereotypes and Comparative opinions,0.37,0.19,0.17,0.18,3.0,75.0,A
883,hostile,"No one cares what u think. MENTION2092: Call me sexist, but heels > no heels. Sorry ladies. Also nasty nails = vomit. Look clean at least.",True,Stereotypes and Comparative opinions,0.58,0.1,0.51,0.27,3.0,70.0,B
885,call_me,that's why I don't really take girls opinion on music,True,Stereotypes and Comparative opinions,0.38,0.41,0.16,0.1,3.0,75.0,A
886,benevolent,"Where would we be without the love of a woman, standing behind her man, even when he's wrong. 🎶💕",False,Not a direct statement of sexist opinion,0.06,0.03,0.02,0.02,3.0,70.0,C
895,call_me,a woman should never get hit like that. I'm sorry.,False,Not a direct statement of sexist opinion,0.17,0.1,0.03,0.05,2.0,30.0,A
898,call_me,"I loathe how women still expect men to open doors and give up seats for them, yet in the next breath demand 'equality'",True,Denying inequality,0.38,0.45,0.24,0.12,3.0,75.0,A
913,call_me,for some reason I can't see engineering as a feminine field or a major that appeals to females.,True,Stereotypes and Comparative opinions,0.16,0.19,0.03,0.02,2.0,30.0,A
914,hostile,MENTION4091 my uncle was shot 5 times and died because he kept denying his female stalker.  Stop acting like males lives are easy.,True,Denying inequality,0.4,0.28,0.34,0.11,2.0,30.0,B
924,hostile,MENTION3366 MENTION1946 Perhaps.,False,Not a direct statement of sexist opinion,0.01,0.0,0.01,0.01,1.0,0.0,B
925,hostile,I was sure they'd roll Lynn out like Violet B #mkr http://t.co/CE3ohCaWrK,False,Not a direct statement of sexist opinion,0.07,0.01,0.02,0.03,1.0,0.0,B
931,call_me,I don't like it I LOVE IT!  #GoBeavs RT MENTION1512 how does a guy NOT like football....... Dont get it,True,Stereotypes and Comparative opinions,0.15,0.01,0.02,0.05,2.0,30.0,A
935,hostile,Im not sexist but the day that the marine corps makes infantry open to women &/or we get a female Commadant is the day I take off my uniform,True,Behaviorial Expectations,0.36,0.3,0.08,0.18,3.0,75.0,B
937,hostile,MALE OPINION ALERT! MENTION2470 I swear im not sexist but WNBA..........I'll pass lol,True,Stereotypes and Comparative opinions,0.31,0.19,0.11,0.1,2.0,25.0,B
938,call_me,I think DJing looks lesbo on girls negl.,True,Behaviorial Expectations,0.51,0.49,0.43,0.36,3.0,75.0,A
940,call_me,I do not want to see the WH press corp in this outfit. Still trying to get over Geraldo http://t.co/IJiQwFTAcA,False,Not a direct statement of sexist opinion,0.06,0.01,0.02,0.02,2.0,30.0,A
942,call_me,there should be a weight limit on women wearing yoga pants..seeing an image of 2 babies fightin… https://t.co/jOgRQnUDzz,True,Stereotypes and Comparative opinions,0.25,0.23,0.06,0.08,4.0,85.0,A
948,call_me,a woman is not emotionally and mentally fit to run a country .,True,Stereotypes and Comparative opinions,0.58,0.6,0.51,0.21,4.0,90.0,A
951,benevolent,"The love of a woman is the root of all that is Genius, Intimate and Deep. #InternationalWomensDay #HappyWomensDay",False,Not a direct statement of sexist opinion,0.11,0.05,0.02,0.06,2.0,30.0,C
954,hostile,RT MENTION1598 I'm not sexist but I don't give a fuck about women's football #BallonDOr2014,True,Stereotypes and Comparative opinions,0.66,0.41,0.34,0.65,2.0,25.0,B
957,benevolent,"Random dude: Wow, you're really tall for a girl! How'd you get so tall, baby?

Me:  Miracle Gro.",False,Not a direct statement of sexist opinion,0.25,0.04,0.08,0.12,2.0,30.0,C
958,hostile,she made a gif of a black street fighter player as a monkey. she started getting heat for it  #GamerGate http://t.co/Dq73IwjrGf,False,Not a direct statement of sexist opinion,0.28,0.21,0.16,0.21,4.0,95.0,B
961,hostile,TELL ME MORE MENTION1753 i dont think girls should do no shave november,True,Stereotypes and Comparative opinions,0.38,0.39,0.15,0.11,2.0,30.0,B
964,call_me,it's harder for me to be mean to girls than it is for me to be mean to boys,False,Maybe Sexist - needs more context,0.36,0.29,0.09,0.16,2.0,30.0,A
974,benevolent,"Our Knights want to let everybody know who the real gems of their lives are. 
Happy #WomensDay https://t.co/aDonixLIBa",False,Not a direct statement of sexist opinion,0.08,0.04,0.03,0.02,1.0,0.0,C
979,benevolent,"If every day were #adaywithoutwomen, none of us would be here.
.
..
I for one welcome our new hermaphroditic snail… https://t.co/PZgzC5EUgb",False,Not a direct statement of sexist opinion,0.38,0.4,0.28,0.17,2.0,25.0,C
983,hostile,MENTION1822 Picwhatting? And you have quoted none of the tweets.  What are you trying to say...?,False,Not a direct statement of sexist opinion,0.08,0.0,0.03,0.02,1.0,0.0,B
986,call_me,I won't let a woman pass me on the highway,True,Behaviorial Expectations,0.34,0.37,0.08,0.09,3.0,70.0,A
988,call_me,that's actually a guy.,False,Not a direct statement of sexist opinion,0.03,0.01,0.01,0.02,1.0,0.0,A
997,call_me,I support hemp not herp...,False,Not a direct statement of sexist opinion,0.11,0.01,0.03,0.04,1.0,0.0,A
1008,hostile,I carnt  see  the  pretty..... I think they quite ugly  ... promo making out they'll go    think it will be tony and lynne   #MKR,False,Not a direct statement of sexist opinion,0.41,0.05,0.37,0.21,1.0,0.0,B
1009,call_me,"women have no business calling an NHL game. You played girl ""hockey"" so call girl ""hockey."" kthx",True,Stereotypes and Comparative opinions,0.36,0.4,0.21,0.04,4.0,85.0,A
1014,hostile,I just got called sexist...because I get paid the same as guys and I'm not a sheep to the feminist movement..ok MENTION1996 MENTION97,False,Not a direct statement of sexist opinion,0.44,0.37,0.27,0.25,3.0,70.0,B
1030,benevolent,Man seeing how a good women make life happen is too dope to me! That's shit just as attractive as her looks!,False,Not a direct statement of sexist opinion,0.65,0.27,0.4,0.76,2.0,30.0,C
1032,call_me,MENTION4117 the stay at home mums of this country need to turn off the tele and go do some d… https://t.co/buivNgJdaQ,True,Stereotypes and Comparative opinions,0.14,0.03,0.05,0.05,3.0,70.0,A
1042,call_me,Girls are stupid. End of story. men just win at life.,True,Stereotypes and Comparative opinions,0.85,0.58,0.81,0.49,4.0,95.0,A
1045,call_me,if a girl curses it makes me look at them less.,True,Behaviorial Expectations,0.44,0.29,0.28,0.39,3.0,65.0,A
1047,call_me,there is nothing more attractive than when a girl takes care of you,True,Behaviorial Expectations,0.16,0.04,0.03,0.07,2.0,30.0,A
1053,call_me,MENTION3880 haha I would never propose anyway!! Its a mans job ;P,True,Stereotypes and Comparative opinions,0.11,0.02,0.03,0.03,3.0,70.0,A
1060,benevolent,"#everydaysexism I quote:'Personally"" I think women shouldn't play soccer/drive trucks bc it's not elegant #getreal.… https://t.co/hK9g5Hha9L",True,Behaviorial Expectations,0.4,0.46,0.19,0.18,4.0,90.0,C
1061,call_me,it will never be okay for lads to take selfies and use them as display pictures. Sorry. Not normal.,True,Behaviorial Expectations,0.11,0.02,0.04,0.02,2.0,30.0,A
1065,call_me,"RT MENTION864: #ICantDateSomeoneThat doesn't have a vagina. I'm sorry, I just can't. < Looool",False,Not a direct statement of sexist opinion,0.6,0.05,0.16,0.5,2.0,30.0,A
1080,hostile,MENTION838 No true feminist... http://t.co/RNU2MPjhjh,False,Maybe Sexist - needs more context,0.22,0.22,0.1,0.12,3.0,75.0,B
1082,benevolent,Our women in law enforcement are crucial to our success-protecting and serving each and every day.… https://t.co/LmJkSmMyuM,False,Not a direct statement of sexist opinion,0.06,0.05,0.02,0.02,1.0,0.0,C
1088,call_me,I would not want a woman coaching my sons baseball team.,True,Endorsement of inequality,0.41,0.46,0.25,0.07,3.0,75.0,A
1091,call_me,MENTION2921 MENTION1168 who the hell would sleep with Elliott B?,False,Not a direct statement of sexist opinion,0.48,0.03,0.23,0.44,3.0,70.0,A
1092,benevolent,"RT AuroraMag: ""Let’s talk about how a girl’s brain is as good as a boy’s. That a man need not fear his wife’s inco… https://t.co/o8xuvvldiX",False,Not a direct statement of sexist opinion,0.14,0.08,0.06,0.07,2.0,25.0,C
1100,call_me,MENTION563 Especially as a woman. we have better sense. Period.,True,Stereotypes and Comparative opinions,0.11,0.08,0.02,0.02,2.0,30.0,A
1107,benevolent,How can you stand there and boast about being immune to love? Why does the genuine love of a woman scare you so much?,False,Not a direct statement of sexist opinion,0.16,0.04,0.05,0.03,2.0,25.0,C
1118,call_me,most girls really shouldn't use twitter if they're going to post about their feelings,True,Behaviorial Expectations,0.2,0.17,0.05,0.05,3.0,70.0,A
1121,call_me,Saw this tonight. this is what's wrong with women. All 5 RTs were female. Thoughts? http://t.co/OrPG6KQAIb,True,Behaviorial Expectations,0.27,0.29,0.08,0.08,3.0,75.0,A
1134,call_me,a group of old men taking up all the good sofas at Starbucks whilst sipping their cappuccinos is why god made man caves.,False,Not a direct statement of sexist opinion,0.23,0.1,0.09,0.05,2.0,40.0,A
1136,hostile,I hope Kat gets Ebola and then hit by a train followed by a smack in the ugly face with a shovel #mkr #katandandre #mkrkat,False,Not a direct statement of sexist opinion,0.81,0.28,0.58,0.42,1.0,0.0,B
1139,benevolent,#adaywithoutwomen - look around you & think what you'd do without all of us? It will be very noticeable. #TheResistance #NoBanNoWall #Strike,False,Not a direct statement of sexist opinion,0.19,0.11,0.04,0.04,1.0,0.0,C
1143,call_me,RT MENTION444 I hate watching football(/sports) with (most) women.,True,Stereotypes and Comparative opinions,0.52,0.57,0.34,0.25,3.0,70.0,A
1159,hostile,"MENTION953 http://t.co/MgzUVS5oMi Even in wrestling, it has its share of Feminist Authority figures! Guess who called out on this. lol.",False,Maybe Sexist - needs more context,0.24,0.21,0.07,0.11,2.0,25.0,B
1163,call_me,MENTION3855 the world went downhill when women started thinking they could do men's roles,True,Endorsement of inequality,0.3,0.33,0.09,0.06,4.0,85.0,A
1171,call_me,"Mau main tp bingung instalnya :(RT MENTION358: RT MENTION4170: when I play Sims 3, I put my wifes bed in the kitchen:D",True,Behaviorial Expectations,0.07,0.01,0.02,0.05,1.0,0.0,A
1186,benevolent,MENTION1924 no Kurt jus said I have a deep voice for a girl like tf,True,Stereotypes and Comparative opinions,0.33,0.04,0.09,0.31,2.0,30.0,C
1192,call_me,"#ESPN now has a woman heading their #SundayNFLCountdown show, very few women care about football and none have played.",True,Stereotypes and Comparative opinions,0.24,0.19,0.09,0.02,3.0,75.0,A
1195,benevolent,"""I Didn't Sign Up For This"" How strong is the love of a woman? At https://t.co/rpSRdGzS8z.  https://t.co/6lEWdTM0ly… https://t.co/PuMzovCUTl",False,Not a direct statement of sexist opinion,0.32,0.05,0.03,0.27,1.0,0.0,C
1197,benevolent,Nothing can destroy a man's productivity like the love of a woman!,True,Stereotypes and Comparative opinions,0.22,0.15,0.06,0.03,3.0,75.0,C
1199,call_me,MENTION759 MENTION2878 you'll probably I trust girls more than boys like I will refuse to meet any male almost ever,True,Endorsement of inequality,0.34,0.3,0.12,0.12,2.0,30.0,A
1208,call_me,there is no way in hell I'm watching the new Ghostbusters trailer. Straight garbage. Shitty actresses.,False,Maybe Sexist - needs more context,0.92,0.55,0.71,0.83,3.0,75.0,A
1209,call_me,MENTION3222 I wasn't interested to start with... :/ I happen to enjoy my guy superheroes. xD,False,Maybe Sexist - needs more context,0.04,0.01,0.01,0.03,1.0,0.0,A
1217,benevolent,You've got a strong grip for a girl. https://t.co/9xuILE3D3d #counterculture #spokenword #performancepoetry #writer  #songwriter,True,Stereotypes and Comparative opinions,0.12,0.02,0.03,0.08,3.0,70.0,C
1218,call_me,I really don't enjoy women's wrestling.,False,Maybe Sexist - needs more context,0.4,0.48,0.16,0.1,1.0,0.0,A
1221,call_me,pipe cleaners should run for office!,False,Not a direct statement of sexist opinion,0.16,0.01,0.08,0.02,1.0,0.0,A
1222,benevolent,"MENTION1616 Ladies, when a man refers to you as one of the world's beautiful women, you just know that you've got a good fella!!!",False,Not a direct statement of sexist opinion,0.22,0.06,0.06,0.11,2.0,30.0,C
1223,call_me,"MENTION3120 oh, man. i think she is dumber than a post.",False,Maybe Sexist - needs more context,0.72,0.04,0.72,0.36,3.0,70.0,A
1228,hostile,#mkr #katIsAWanker http://t.co/of1oz9A52K,False,Maybe Sexist - needs more context,0.42,0.06,0.42,0.48,1.0,0.0,B
1237,call_me,Robert P's wails are so much better than Janis J's.,False,Not a direct statement of sexist opinion,0.08,0.0,0.04,0.02,1.0,0.0,A
1246,benevolent,"MENTION2515 #bbcmidweek 
Suzy Quattro 'I think like a man and have emotions of a woman '.
Thanks MENTION188 for 35 years",False,Not a direct statement of sexist opinion,0.07,0.03,0.03,0.01,2.0,30.0,C
1253,benevolent,I eat like a man,True,Behaviorial Expectations,0.12,0.02,0.03,0.06,2.0,30.0,C
1255,benevolent,"Happy #IWD to all you wonderful lasses. No man succeeds without a good woman beside him. Wife or mother. If it's both, he's twice as lucky 😊",False,Not a direct statement of sexist opinion,0.04,0.01,0.01,0.02,3.0,70.0,C
1269,hostile,"Katie and Nikki, nice from afar but far from nice #MKR",False,Not a direct statement of sexist opinion,0.02,0.0,0.01,0.02,1.0,0.0,B
1273,call_me,No she's really not. Pat S can't coach my son and Doris can't call my bball RT MENTION4477: MENTION4242 not nice..,False,Maybe Sexist - needs more context,0.19,0.01,0.06,0.06,1.0,0.0,A
1278,hostile,Sucks to have the smile wiped off your own face huh Kat? She in a glass house should not throw stones. #mkr  #mkr2015,False,Not a direct statement of sexist opinion,0.52,0.04,0.43,0.42,1.0,0.0,B
1279,benevolent,"Look like a girl, act like a lady, think like a man and work like a dog.-Caroline K. Simon",False,Not a direct statement of sexist opinion,0.47,0.29,0.5,0.23,3.0,75.0,C
1280,hostile,I will not be using killer blondes as a hash tag! #MKR,False,Not a direct statement of sexist opinion,0.35,0.26,0.21,0.16,1.0,0.0,B
1283,benevolent,"#DTBYPelangiInDanger
Lucky is the man who is the first love of a woman,

but luckier is the woman who is the last love of a man.",False,Maybe Sexist - needs more context,0.11,0.07,0.02,0.02,2.0,30.0,C
1286,hostile,"MENTION953 MENTION4744 My god, so it truly is a projection.",False,Not a direct statement of sexist opinion,0.04,0.01,0.01,0.03,1.0,0.0,B
